Codigo	Nome	Nome_iupac	Familia	Especie	Smile	HBA	HBD	Atividade_biologica	Localizacao	Localizacao_arquivo	massa_molecular	Formula_molecular	Logp	Referencia	Data	Datamod	Hora	Tipo
VE0KMA0SI	1,3-diidroxi-5,7,8-trimetoxi-2-metilantraquinona	(2R,3R)-2,4-dihydroxy-5,6,8-trimethoxy-3-methyl-10- methylidene-2,3,9,10-tetrahydroanthracen-9-one 	LEGUMINOSAE	Senna sophorea (L.) Roxb.	COC1=CC(OC)=C(OC)C2=C1C(=O)C1=C[C@@H](O)[C@@H](C)C(O)=C1C2=C	6	2	No information.	Planta invasora conhecida principalmente da América do Sul. No semiárido, é conhecida por apenas uma amostra no médio São Francisco.	Molecules\VE0KMA0SI.mol	344363	C19H20O6	1468	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 318.	2013-45-5	2014-25-17	11:46:8	Natural
VE0LMA0SI	Casseína	(2R,3R,6S)-6-(14-methoxytetradecyl)-2- methylpiperidin-3-ol 	LEGUMINOSAE	Senna spectabilis var. excelsa (Schad.) H. S. Irwin & Barneby	COCCCCCCCCCCCCCC[C@H]1CC[C@@H](O)[C@@H](C)N1	3	2	No information.	Planta da caatinga, distribuída do Ceará e Rio Grande do Norte até norte de Minas Gerais, penetrando ligeiramente para oeste até Mato Grosso.	Molecules\VE0LMA0SI.mol	341.58	C21H43NO2	6255	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 320.	2013-45-5	2014-25-17	11:46:29	Natural
VE0MMA0SI	4’-O-metil-ent-galocatequina	1-(4,5-dihydroxy-2-methoxy-3,7-dimethyl-9,10-dioxo- 9,10-dihydroanthracen-1-yl)-4,5-dihydroxy-2- methoxy-3,7-dimethyl-9,10-dihydroanthracene-9,10- dione 	LEGUMINOSAE	Senna trachypus (Benth.) H. S. Irwin & Barneby	COC1=C(C)C(O)=C2C(=O)C3=C(C=C(C)C=C3O)C(=O)C2=C1C1=C(OC)C(C)=C(O)C2=C1C(=O)C1=CC(C)=CC(O)=C1C2=O	10	4	No information.	Planta da caatinga dos estados do Piauí e Ceará, penetrando na Bahia em área de caatinga arbórea, no noroeste do estado.	Molecules\VE0MMA0SI.mol	594572	C34H26O10	7554	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 321.	2013-45-5	2014-25-17	11:46:37	Natural
VE0NMA0SF	Estricnorubigina	methyl (2R)-2-[(2R,4S,5E)-5-ethylidene-12-methoxy- 7,17- diazatetracyclo[8.7.0.0^{2,7}.0^{11,16}]heptadeca- 1(10),11(16),12,14-tetraen-4-yl]-3- hydroxypropanoate	LOGANIACEAE	Strychnos rubiginosa  A. DC.	COC(=O)[C@@H](CO)[C@@H]1C[C@H]2N(CCC3=C2NC2=C3C(OC)=CC=C2)C\C1=C\C	6	2	No information.	Distribui-se no Nordeste brasileiro 5 gêneros e 30 espécies na Bahia, em ambientes de Caatinga e Mata Atlântica.   	Molecules\VE0NMA0SF.mol	384476	C22H28N2O4	3299	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 324.	2013-45-5	2014-25-17	11:46:46	Natural
VE0OMA0SF	11-Metoxiabolina	(4R,12S,14S,19S,21S)-8-methoxy-11-phenyl-15-oxa- 1,11- diazahexacyclo[16.3.1.0^{4,12}.0^{4,21}.0^{5,10}.0^{13,19}]docosa- 5(10),6,8,17-tetraen-14-ol	LOGANIACEAE	Strychnos rubiginosa  A. DC.	COC1=CC2=C(C=C1)[C@@]13CCN4CC5=CCO[C@H](O)C([C@@H]1N2C1=CC=CC=C1)[C@@H]5C[C@@H]34	5	1	No information.	No information.	Molecules\VE0OMA0SF.mol	416521	C26H28N2O3	4139	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 324.	2013-45-5	2014-28-11	9:41:41	Natural
VE0PMA0SF	NormacusinaB	[(1R,12S,13R,14R,15E)-15-ethylidene-3,17- diazapentacyclo[12.3.1.0^{2,10}.0^{4,9}.0^{12,17}]octadeca- 2(10),4(9),5,7-tetraen-13-yl]methanol	LOGANIACEAE	Strychnos rubiginosa  A. DC.	C\C=C1\CN2[C@H]3CC4=C(NC5=C4C=CC=C5)[C@H]2C[C@@H]1[C@H]3CO	3	2	No information.	Distribui-se no Nordeste brasileiro 5 gêneros e 30 espécies na Bahia, em ambientes de Caatinga e Mata Atlântica.   	Molecules\VE0PMA0SF.mol	294398	C19H22N2O	3277	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 324. 	2013-45-5	2014-25-17	11:47:37	Natural
VE0QMA0SF	N,N-dimetiltriptamina	(1R,4S)-1,4-dimethyl-1H,2H,3H,4H,9H-pyrido[3,4- b]indole 	MALPIGHIACEAE	Banisteriopsis muricata (Cav.) Cuatrec.	C[C@@H]1CN[C@H](C)C2=C1C1=C(N2)C=CC=C1	2	2	No information.	Distribui-se na Bahia nos seguintes municípios pertencentes ao semiárido: Barra e Ibicoara.  	Molecules\VE0QMA0SF.mol	200285	C13H16N2	2811	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 330.	2013-45-5	2014-25-17	11:47:49	Natural
VE0RMA0SF	5-metoxi-tetraidro-harmana	(1R)-5-methoxy-1-methyl-1H,2H,3H,4H,9H-pyrido[3,4- b]indole 	MALPIGHIACEAE	Banisteriopsis muricata (Cav.) Cuatrec.	COC1=CC=CC2=C1C1=C(N2)[C@@H](C)NCC1	3	2	No information.	Distribui-se na Bahia nos seguintes municípios pertencentes ao semiárido: Barra e Ibicoara.  	Molecules\VE0RMA0SF.mol	216284	C13H16N2O	2494	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 330.	2013-45-5	2014-25-17	11:47:58	Natural
VE0SMA0SF	luteolina-7-rutnosideo	3-[(1R,2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-ethyl- 2,4b,6a,9,9,10b,12a-heptamethyl- octadecahydrochrysen-1-yl]propanoic acid 	MALPIGHIACEAE	Stigmaphyllon A.Juss.	CC[C@@]1(C)CC[C@H]2[C@@](C)(CC[C@@]3(C)[C@@H]4CC(C)(C)CC[C@]4(C)CC[C@]23C)[C@@H]1CCC(O)=O	2	1	No information.	No Brasil, distribui-se na Bahia e Sergipe. É bem comum no semiárido encontrando-se nos seguintes municípios baianos: Caetité, Entre Rios, Feira de Santana, Glória, Ipirá, Itatim, Jacobina, Lençóis, Milagres,  Morro do Chapéu, Mucugê, Palmeiras, Piatã, Pindobaçu, Queimadas, Rio de Contas, Rui Barbosa e Santa Brígida.	Molecules\VE0SMA0SF.mol	444744	C30H52O2	8183	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 331.	2013-45-5	2014-25-17	11:48:20	Natural
VE0TMA0AF	Ester metílico de N-β-metil triptofano	Methyl 2-(dimethylamino)-3- (1H-indol-yl)propanoate	MALVACEAE	Sida cordifolia L.	CN[C@H](CC1=CNC2=CC=CC=C12)C(=O)OC	4	2	Cardiovascular, amoebicide (Entamoeba histolytica), spasmolytic, hypotensive, nematicidal, hepatoprotective, cytotoxic, analgesic, anti-inflammatory, analgesic, hipoglimeciante, antioxidant and inhibition of lipid.   	Espécie de ampla distribuição citada para Bahia, São Paulo e Tocantins.	Molecules\VE0TMA0AF.mol	232283	C13H16N2O2	1901	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 336.	2013-45-5	2014-25-17	11:55:55	Natural
VE0UMA0AF	Vasicina	(3R)-1H,2H,3H,9H-pyrrolo[2,1-b]quinazolin-3-ol	MALVACEAE	Sida cordifolia L.	O[C@@H]1CCN2CC3=CC=CC=C3N=C12	3	1	Cardiovascular, amoebicide (Entamoeba histolytica), spasmolytic, hypotensive, nematicidal, hepatoprotective, cytotoxic, analgesic, anti-inflammatory, analgesic, hipoglimeciante, antioxidant and inhibition of lipid. 	Espécie de ampla distribuição citada para Bahia, São Paulo e Tocantins.	Molecules\VE0UMA0AF.mol	188.23	C11H12N2O	1038	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 336.	2013-45-5	2014-25-17	11:56:51	Natural
VE0VMA0AF	Vasicinol	(3S)-1H,2H,3H,9H-pyrrolo[2,1-b]quinazoline-3,7- diol 	MALVACEAE	Sida cordifolia L.	O[C@H]1CCN2CC3=CC(O)=CC=C3N=C12	4	2	Cardiovascular, amoebicide (Entamoeba histolytica), spasmolytic, hypotensive, nematicidal, hepatoprotective, cytotoxic, analgesic, anti-inflammatory, analgesic, hipoglimeciante, antioxidant and inhibition of lipid. 	Espécie de ampla distribuição citada para Bahia, São Paulo e Tocantins.	Molecules\VE0VMA0AF.mol	204229	C11H12N2O2	534	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 336.	2013-45-5	2014-25-17	11:57:20	Natural
VE0WMA0AF	Vasiciona	(3S)-3-hydroxy-1H,2H,3H,9H-pyrrolo[2,1- b]quinazolin-9-one 	MALVACEAE	Sida cordifolia L.	O[C@H]1CCN2C1=NC1=CC=CC=C1C2=O	4	1	Cardiovascular, amoebicide (Entamoeba histolytica), spasmolytic, hypotensive, nematicidal, hepatoprotective, cytotoxic, analgesic, anti-inflammatory, analgesic, hipoglimeciante, antioxidant and inhibition of lipid. 	Espécie de ampla distribuição citada para Bahia, São Paulo e Tocantins.	Molecules\VE0WMA0AF.mol	202213	C11H10N2O2	478	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. . 336	2013-45-5	2014-25-17	11:57:47	Natural
VE0XMA0AF	20-Hidroxiecdisona	 (1R,2R,4S,5R,7R,11S,14S,15R)-4,5,11-trihydroxy- 2,15-dimethyl-14-[(2R,3R)-2,3,6-trihydroxy-6- methylheptan-2- yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-9- en-8-one 	MALVACEAE	 Sida spinosa L.	CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C	7	6	 Antiespamódica, hypoglycemic and hypotensive.	Citada para Bahia e Paraíba.	Molecules\VE0XMA0AF.mol	480642	C27H44O7 	1359	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 340.	2013-45-5	2014-25-17	11:59:6	Natural
VE0YMA0AF	(98) Turkesterona	 (1R,2R,4S,5R,7S,11S,14S,15R,17R)-4,5,11,17- tetrahydroxy-2,15-dimethyl-14-[(2R,3R)-2,3,6- trihydroxy-6-methylheptan-2- yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-9- en-8-one 	MALVACEAE	Sida spinosa L.	CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3[C@H](O)C[C@]12C	8	7	 Antiespamódica, hypoglycemic and hypotensive.	Citada para Bahia e Paraíba.	Molecules\VE0YMA0AF.mol	496641	C27H44O8	444	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 340.	2013-45-5	2014-25-17	11:59:23	Natural
VE0ZMA0AF	Makisterona C	(1R,2R,4S,5R,7S,11S,14S,15R)-14-[(2R,3R,5S)-5- ethyl-2,3,6-trihydroxy-6-methylheptan-2-yl]-4,5,11- trihydroxy-2,15- dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-9- en-8-one	MALVACEAE	Sida spinosa L.	CC[C@@H](C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)C(C)(C)O	7	6	 Antiespamódica, hypoglycemic and hypotensive.	Citada para Bahia e Paraíba.	Molecules\VE0ZMA0AF.mol	508696	C29H48O7	2338	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 340.	2013-45-5	2014-25-17	11:59:39	Natural
VE0ANA0AF	20-Hidroxi-24-hidroximetilecdisona	 (1R,2R,4S,5R,7S,11S,14S,15R)-4,5,11-trihydroxy- 2,15-dimethyl-14-[(2R,3R,5R)-2,3,6-trihydroxy-5- (hydroxymethyl)-6-methylheptan-2- yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-9- en-8-one 	MALVACEAE	Sida spinosa L.	CC(C)(O)[C@@H](CO)C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C	8	7	 Antiespamódica, hypoglycemic and hypotensive.	Citada para Bahia e Paraíba.	Molecules\VE0ANA0AF.mol	510668	C28H46O8	827	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 340.	2013-45-5	2014-25-17	11:59:55	Natural
VE0BNA0AF	p-Hidroxifenetil-trans-ferulato	2-(4-hydroxyphenyl)ethyl (2E)-3-(4-hydroxy-3- methoxyphenyl)prop-2-enoate 	MALVACEAE	Sida spinosa L.	COC1=CC(\C=C\C(=O)OCCC2=CC=C(O)C=C2)=CC=C1O	5	2	 Antiespamódica, hypoglycemic and hypotensive.	Citada para Bahia e Paraíba.	Molecules\VE0BNA0AF.mol	314337	C18H18O5	3.19	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 340.	2013-45-5	2014-25-17	12:0:15	Natural
VE0CNA0AF	20-Hidroxiecdisona-20-22-monoacetonida	(1R,2R,4S,5R,7S,11S,14R,15R)-4,5,11-trihydroxy-14- [(4R,5R)-5-(3-hydroxy-3-methylbutyl)-2,2,4- trimethyl-1,3-dioxolan-4-yl]-2,15- dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-9- en-8-one	MALVACEAE	Sida spinosa L.	CC(C)(O)CC[C@H]1OC(C)(C)O[C@]1(C)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C	7	4	 Antiespamódica, hypoglycemic and hypotensive.	Citada para Bahia e Paraíba.	Molecules\VE0CNA0AF.mol	520707	C30H48O7	3.25	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 340.	2013-45-5	2014-25-17	12:0:32	Natural
VE0DNA0AF	Ácido3-3’-4-tri-O-metil elágico	6-hydroxy-7,13,14-trimethoxy-2,9- dioxatetracyclo[6.6.2.0^{4,16}.0^{11,15}]hexadeca- 1(14),4(16),5,7,11(15),12-hexaene-3,10-dione	MELASTOMATACEAE	Pterolepis glomerata (Rottb.) Miq.	COC1=CC2=C3C(OC(=O)C4=C3C(OC2=O)=C(OC)C(O)=C4)=C1OC	8	1	Antimicrobial (Candida albicans).	Distribui-se na República Dominicana e Porto Rico, Antilhas e Trinidad a Venezuela, Guianas, Paraguai, Bolívia e Brasil – Bahia, Maranhão, Pernambuco, Piauí, Rio Grande do Norte, Rio de Janeiro, Roraima, Santa Catarina, São Paulo, Minas Gerais e Paraná.	Molecules\VE0DNA0AF.mol	344275	C17H12O8	1802	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 342.	2013-45-5	2014-25-17	12:1:20	Natural
VE0ENA0AF	Gedunina	(1S,2R,4S,7R,8S,11R,12R,17S,19R)-7-(furan-3-yl)- 1,8,12,16,16-pentamethyl-19-phenoxy-3,6- dioxapentacyclo[9.8.0.0^{2,4}.0^{2,8}.0^{12,17}]nonadec- 13-ene-5,15-dione	MELIACEAE	Cedrela odorata L.	CC1(C)[C@H]2C[C@@H](OC3=CC=CC=C3)[C@]3(C)[C@H](CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)C3=COC=C3)[C@@]2(C)C=CC1=O	6	0	Molluscicidal, antimalarial, hypotensive, vasodilator, antiasthmatic, cercaricida and inhibits infection by Schistosoma mansoni cercaria.	Distribuição ampla e descontínua desde Amapá, Amazonas, Pará, Goiás, Espírito Santo, Rio de Janeiro, São Paulo e, possivelmente, Paraná e Santa Catarina, Preferencialmente em matas alagadas e margens de riachos.	Molecules\VE0ENA0AF.mol	516634	C32H36O6	5951	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 347.	2013-45-5	2014-25-17	12:5:10	Natural
VE0FNA0AF	Fotogedunina	(1S,2R,4S,7R,8S,11R,12R,17S,19R)-7-(5-hydroxyfuran-3- yl)-1,8,12,16,16-pentamethyl-19-phenoxy-3,6- dioxapentacyclo[9.8.0.0^{2,4}.0^{2,8}.0^{12,17}]nonadec- 13-ene-5,15-dione	MELIACEAE	Cedrela odorata L.	CC1(C)[C@H]2C[C@@H](OC3=CC=CC=C3)[C@]3(C)[C@H](CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)C3=COC(O)=C3)[C@@]2(C)C=CC1=O	7	1	Molluscicidal, antimalarial, hypotensive, vasodilator, antiasthmatic, cercaricida and inhibits infection by Schistosoma mansoni cercaria.	Distribuição ampla e descontínua desde Amapá, Amazonas, Pará, Goiás, Espírito Santo, Rio de Janeiro, São Paulo e, possivelmente, Paraná e Santa Catarina, Preferencialmente em matas alagadas e margens de riachos.	Molecules\VE0FNA0AF.mol	532633	C32H¬32O7	5856	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 347.	2013-45-5	2014-25-17	12:5:41	Natural
VE0HNA0AF	Andirobina	methyl 2-[(1R,2R)-2-[(1S,3S,6S,7R,10R)-6-(furan-3- yl)-7-methyl-11-methylidene-4-oxo-2,5- dioxatricyclo[5.4.0.0^{1,3}]undecan-10-yl]-2,6,6- trimethyl-5-oxocyclohex-3-en-1-yl]acetate	MELIACEAE	Cedrela odorata L.	COC(=O)C[C@H]1C(C)(C)C(=O)C=C[C@]1(C)[C@H]1CC[C@]2(C)[C@H](OC(=O)[C@H]3O[C@@]23C1=C)C1=COC=C1	7	0	Molluscicidal, antimalarial, hypotensive, vasodilator, antiasthmatic, cercaricida and inhibits infection by Schistosoma mansoni cercaria.	Distribuição ampla e descontínua desde Amapá, Amazonas, Pará, Goiás, Espírito Santo, Rio de Janeiro, São Paulo e, possivelmente, Paraná e Santa Catarina, Preferencialmente em matas alagadas e margens de riachos.	Molecules\VE0HNA0AF.mol	468546	C27H32O7	3942	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 347.	2013-46-11	2014-25-17	12:5:53	Natural
VE0GNA0AF	Mexicanolideo	2-[(1R,2R,5S,6R,10R,11R,13R,16S)-6-(furan-3- yl)-10-hydroxy-1,5,15,15-tetramethyl-8,14,17- trioxo-7- oxatetracyclo[11.3.1.0^{2,11}.0^{5,10}]heptadecan- 16-yl]acetate	MELIACEAE	Cedrela odorata L	COC(=O)C[C@H]1C(C)(C)C(=O)[C@H]2C[C@@H]3[C@@H](CC[C@@]4(C)[C@@H](OC(=O)C[C@@]34O)C3=COC=C3)[C@@]1(C)C2=O	8	1	Molluscicidal, antimalarial, hypotensive, vasodilator, antiasthmatic, cercaricida and inhibits infection by Schistosoma mansoni cercaria.	Distribuição ampla e descontínua desde Amapá, Amazonas, Pará, Goiás, Espírito Santo, Rio de Janeiro, São Paulo e, possivelmente, Paraná e Santa Catarina, Preferencialmente em matas alagadas e margens de riachos.	Molecules\VE0GNA0AF.mol	486561	C27H34O8	2.38	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 347.	2013-46-11	2014-25-17	12:6:5	Natural
VE0INA0AF	Cedrodorina	(2R)-2-[(1S,2S,5S,6R,10S,11S,13R,14R,16S)-6- (furan-3-yl)-10-hydroxy-1,5,14,15,15-pentamethyl- 8,17-dioxo-7,18- dioxapentacyclo[11.3.1.1^{11,14}.0^{2,11}.0^{5,10}]octadecan- 16-yl]-2-hydroxyacetate	MELIACEAE	Cedrela odorata L.	COC(=O)[C@H](O)[C@H]1C(C)(C)[C@]2(C)O[C@@]34C[C@H]2C(=O)[C@]1(C)[C@@H]3CC[C@@]1(C)[C@@H](OC(=O)C[C@@]41O)C1=COC=C1	9	2	Molluscicidal, antimalarial, hypotensive, vasodilator, antiasthmatic, cercaricida and inhibits infection by Schistosoma mansoni cercaria.	Distribuição ampla e descontínua desde Amapá, Amazonas, Pará, Goiás, Espírito Santo, Rio de Janeiro, São Paulo e, possivelmente, Paraná e Santa Catarina, Preferencialmente em matas alagadas e margens de riachos.	Molecules\VE0INA0AF.mol	516587	C28H36O9	2.57	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 347.	2013-46-11	2014-25-17	12:6:19	Natural
VE0JNA0AF	6-acetoxicedrodorina	methyl 2-[(1S,2S,5S,6R,10S,11R,13R,14R,16S)-6- (furan-3-yl)-2,10-dihydroxy-1,5,14,15,15- pentamethyl-8,17-dioxo-7,18- dioxapentacyclo[11.3.1.1^{11,14}.0^{2,11}.0^{5,10}]octadecan- 16-yl]acetate	MELIACEAE	Cedrela odorata L.	COC(=O)C[C@H]1C(C)(C)[C@]2(C)O[C@@]34C[C@H]2C(=O)[C@]1(C)[C@@]3(O)CC[C@@]1(C)[C@@H](OC(=O)C[C@@]41O)C1=COC=C1	9	2	Molluscicidal, antimalarial, hypotensive, vasodilator, antiasthmatic, cercaricida and inhibits infection by Schistosoma mansoni cercaria.	Distribuição ampla e descontínua desde Amapá, Amazonas, Pará, Goiás, Espírito Santo, Rio de Janeiro, São Paulo e, possivelmente, Paraná e Santa Catarina, Preferencialmente em matas alagadas e margens de riachos	Molecules\VE0JNA0AF.mol	516587	C28H36O9	2233	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 347.	2013-46-11	2014-25-17	12:6:37	Natural
